shipping_id,order_id,shipping_date,shipping_method,shipping_status
688,1366,2024-05-24,Same-day,Delivered
689,388,2025-05-03,Standard,Shipped
690,933,2023-10-10,Express,Lost
691,1698,2024-12-05,Standard,Pending
692,107,2025-03-06,Standard,Lost
693,4093,2025-03-31,Standard,Pending
694,630,2025-01-20,Same-day,Pending
695,3490,2025-01-06,Same-day,Pending
696,4045,2024-11-13,Same-day,Delivered
697,2852,2023-07-25,Same-day,Pending
698,1545,2024-07-09,Express,Lost
699,1407,2025-01-17,Express,Lost
700,942,2023-11-05,Same-day,Lost
701,3187,2024-07-15,Standard,Shipped
702,1818,2023-10-21,Express,Pending
703,1594,2024-06-02,Same-day,Pending
704,3454,2023-08-22,Express,Pending
705,988,2025-07-05,Express,Shipped
706,1984,2023-08-21,Same-day,Pending
707,630,2023-11-11,Same-day,Shipped
708,3852,2024-04-15,Same-day,Lost
709,4317,2024-03-11,Same-day,Shipped
710,2699,2025-07-13,Express,Pending
711,2194,2023-08-12,Standard,Delivered
712,4739,2024-01-31,Same-day,Delivered
713,301,2025-05-04,Same-day,Lost
714,372,2024-12-08,Standard,Delivered
715,2544,2023-07-25,Same-day,Pending
716,4933,2024-09-25,Same-day,Shipped
717,462,2025-01-02,Express,Shipped
718,1988,2024-02-29,Express,Pending
719,3902,2025-07-20,Standard,Lost
720,1339,2024-06-07,Express,Delivered
721,4927,2024-05-05,Standard,Lost
722,2927,2025-07-14,Standard,Pending
723,2424,2024-10-17,Standard,Lost
724,3044,2024-02-13,Standard,Pending
725,4227,2024-11-04,Same-day,Shipped
726,2728,2025-04-15,Standard,Shipped
727,4125,2023-07-27,Same-day,Delivered
728,1843,2025-01-26,Standard,Pending
729,2800,2024-02-13,Same-day,Pending
730,3450,2024-11-19,Same-day,Shipped
731,1921,2024-07-17,Same-day,Shipped
732,4897,2023-09-07,Express,Lost
733,4801,2025-05-04,Standard,Pending
734,4491,2023-09-23,Same-day,Pending
735,1014,2023-10-05,Standard,Shipped
736,1255,2024-06-17,Standard,Lost
737,3948,2024-04-16,Same-day,Delivered
738,2282,2024-08-05,Standard,Delivered
739,1785,2024-03-01,Standard,Shipped
740,4946,2024-05-07,Standard,Shipped
741,1263,2024-01-26,Express,Pending
742,1192,2024-11-01,Express,Shipped
743,2640,2024-09-11,Same-day,Shipped
744,2802,2024-09-14,Express,Pending
745,868,2024-07-05,Express,Lost
746,3588,2024-08-19,Standard,Delivered
747,2231,2024-05-14,Express,Delivered
748,572,2025-04-21,Same-day,Shipped
749,4917,2024-03-25,Express,Shipped
750,1510,2024-01-31,Same-day,Shipped
751,2644,2024-05-22,Express,Pending
752,4569,2024-05-08,Standard,Shipped
753,547,2025-06-20,Express,Pending
754,2082,2023-12-05,Same-day,Delivered
755,4044,2024-07-29,Same-day,Shipped
756,3449,2024-09-21,Same-day,Delivered
757,1471,2023-12-24,Express,Shipped
758,871,2024-04-02,Standard,Shipped
759,1493,2024-07-10,Express,Lost
760,1540,2024-02-18,Standard,Shipped
761,3325,2025-06-25,Same-day,Pending
762,306,2024-11-22,Express,Delivered
763,996,2025-05-24,Same-day,Lost
764,4441,2023-12-12,Express,Shipped
765,3238,2024-07-23,Standard,Lost
766,1911,2024-07-22,Same-day,Lost
767,4682,2024-07-20,Standard,Lost
768,4901,2025-05-06,Standard,Pending
769,2140,2025-02-28,Standard,Pending
770,2933,2024-10-26,Same-day,Shipped
771,2116,2025-05-05,Express,Delivered
772,801,2024-06-18,Express,Lost
773,1704,2024-05-10,Same-day,Shipped
774,4546,2025-04-01,Standard,Pending
775,2062,2024-08-10,Express,Pending
776,2608,2024-12-24,Express,Shipped
777,1915,2024-12-02,Standard,Delivered
778,769,2025-03-06,Same-day,Pending
779,2572,2024-02-16,Standard,Delivered
780,3192,2023-12-31,Express,Lost
781,1783,2023-08-26,Standard,Delivered
782,432,2024-07-09,Same-day,Pending
783,4941,2024-07-18,Same-day,Pending
784,1986,2023-12-18,Standard,Delivered
785,72,2023-10-14,Standard,Delivered
786,3853,2025-02-14,Express,Pending
787,4898,2024-04-25,Same-day,Shipped
788,3277,2025-02-14,Same-day,Shipped
789,4271,2023-10-10,Express,Lost
790,2767,2024-11-27,Same-day,Delivered
791,378,2024-01-01,Same-day,Shipped
792,4810,2025-07-15,Express,Shipped
793,3512,2024-08-02,Express,Shipped
794,2506,2023-12-01,Standard,Delivered
795,2969,2024-05-20,Express,Lost
796,4746,2025-03-04,Express,Shipped
797,4411,2024-01-03,Standard,Shipped
798,3808,2025-03-08,Standard,Shipped
799,1111,2025-06-29,Same-day,Delivered
800,2274,2024-11-11,Standard,Shipped
801,264,2023-08-15,Express,Pending
802,4608,2025-04-04,Express,Shipped
803,4960,2024-05-12,Same-day,Pending
804,1441,2024-02-04,Same-day,Delivered
805,882,2024-02-12,Standard,Delivered
806,3776,2024-08-05,Standard,Delivered
807,3961,2024-03-01,Express,Lost
808,1542,2024-05-05,Express,Delivered
809,2693,2024-12-14,Standard,Pending
810,762,2024-04-22,Express,Shipped
811,3429,2024-11-27,Same-day,Lost
812,3281,2023-11-25,Express,Pending
813,4164,2024-01-16,Same-day,Pending
814,528,2024-04-08,Same-day,Pending
815,546,2023-07-23,Express,Delivered
816,1690,2024-02-05,Standard,Lost
817,1768,2024-08-22,Standard,Lost
818,3855,2023-12-04,Standard,Pending
819,1574,2024-10-17,Express,Shipped
820,3513,2024-12-08,Standard,Lost
821,3710,2023-12-12,Same-day,Lost
822,236,2024-02-19,Same-day,Shipped
823,3918,2024-03-09,Same-day,Lost
824,1115,2024-12-04,Standard,Lost
825,992,2024-04-03,Standard,Lost
826,3923,2024-01-17,Same-day,Lost
827,1855,2023-12-21,Express,Lost
828,2407,2024-09-28,Express,Lost
829,92,2023-12-02,Standard,Delivered
830,1477,2024-11-28,Express,Shipped
831,2504,2024-05-24,Same-day,Pending
832,1087,2024-10-11,Standard,Lost
833,1407,2024-09-21,Express,Lost
834,1399,2024-01-14,Standard,Shipped
835,2215,2024-11-03,Same-day,Pending
836,771,2024-10-26,Standard,Pending
837,4303,2023-08-01,Express,Shipped
838,1881,2024-01-25,Express,Pending
839,503,2025-02-14,Express,Lost
840,3374,2025-01-19,Express,Pending
841,2013,2023-08-23,Express,Shipped
842,1515,2024-09-21,Same-day,Delivered
843,1923,2023-11-22,Same-day,Lost
844,3555,2025-04-09,Same-day,Pending
845,2562,2023-08-12,Same-day,Shipped
846,2528,2024-01-04,Same-day,Delivered
847,119,2023-08-30,Standard,Delivered
848,772,2024-09-20,Same-day,Shipped
849,4459,2024-06-12,Express,Delivered
850,819,2023-08-10,Express,Delivered
851,2540,2025-06-21,Same-day,Delivered
852,2378,2023-10-20,Standard,Lost
853,2200,2025-02-20,Express,Shipped
854,1378,2023-08-03,Standard,Lost
855,2430,2024-09-13,Standard,Pending
856,4529,2025-04-18,Express,Delivered
857,2218,2025-06-02,Express,Shipped
858,1273,2023-08-02,Same-day,Shipped
859,253,2024-12-20,Same-day,Lost
860,1289,2025-05-27,Standard,Lost
861,2290,2024-08-12,Express,Delivered
862,2005,2024-09-13,Same-day,Shipped
863,3014,2025-04-26,Express,Pending
864,60,2024-02-16,Same-day,Shipped
865,4923,2024-07-14,Express,Delivered
866,2521,2024-09-04,Express,Lost
867,3599,2024-12-04,Same-day,Delivered
868,3370,2023-10-03,Express,Delivered
869,2876,2024-12-20,Standard,Pending
870,745,2023-10-18,Same-day,Shipped
871,967,2023-07-27,Express,Delivered
872,4217,2025-04-30,Express,Pending
873,3489,2025-06-03,Express,Lost
874,534,2023-12-28,Same-day,Pending
875,2756,2024-05-23,Standard,Shipped
876,3413,2023-08-16,Express,Delivered
877,2245,2025-06-26,Express,Delivered
878,67,2025-06-27,Same-day,Delivered
879,4719,2024-09-07,Same-day,Pending
880,2335,2024-06-09,Express,Pending
881,845,2023-11-19,Same-day,Pending
882,2531,2025-05-28,Same-day,Lost
883,4055,2024-09-27,Express,Shipped
884,2880,2025-07-18,Express,Delivered
885,1577,2024-02-13,Same-day,Delivered
886,4417,2024-12-31,Standard,Shipped
887,533,2025-05-11,Standard,Lost
888,1578,2024-02-08,Standard,Pending
889,3830,2023-08-13,Same-day,Delivered
890,319,2025-01-23,Standard,Lost
891,2621,2024-09-15,Same-day,Lost
892,2549,2024-10-04,Standard,Shipped
893,1100,2023-10-04,Same-day,Pending
894,2459,2024-04-05,Standard,Shipped
895,2661,2023-09-22,Express,Lost
896,765,2024-08-14,Same-day,Shipped
897,458,2025-01-23,Same-day,Delivered
898,4167,2023-10-12,Express,Pending
899,1468,2024-09-18,Express,Lost
900,3159,2025-07-11,Same-day,Delivered
901,624,2024-02-19,Express,Pending
902,579,2023-11-12,Same-day,Shipped
903,223,2024-10-13,Express,Delivered
904,1636,2025-06-03,Standard,Delivered
905,2608,2024-08-31,Standard,Delivered
906,3141,2025-04-21,Same-day,Delivered
907,2618,2025-05-11,Express,Pending
908,2189,2024-01-25,Standard,Delivered
909,1485,2024-05-28,Standard,Delivered
910,4735,2024-11-23,Same-day,Delivered
911,4864,2024-08-09,Same-day,Shipped
912,1438,2023-09-03,Express,Lost
913,289,2024-06-04,Express,Lost
914,1430,2024-06-03,Same-day,Lost
915,1982,2025-01-31,Same-day,Lost
916,3935,2025-04-26,Same-day,Pending
917,3132,2025-05-24,Express,Pending
918,3127,2024-11-14,Standard,Shipped
919,3546,2024-07-15,Express,Shipped
920,4777,2024-10-30,Express,Shipped
921,3469,2025-01-14,Standard,Lost
922,4915,2024-05-24,Express,Pending
923,1420,2024-03-21,Express,Shipped
924,1376,2023-12-24,Standard,Delivered
925,4669,2023-12-29,Same-day,Shipped
926,2843,2024-08-14,Same-day,Delivered
927,1915,2024-07-20,Same-day,Lost
928,1899,2024-09-23,Express,Shipped
929,4402,2025-06-14,Standard,Shipped
930,3144,2025-01-26,Standard,Pending
931,765,2024-10-13,Standard,Delivered
932,4659,2024-09-07,Standard,Lost
933,2049,2025-01-18,Same-day,Shipped
934,761,2024-11-08,Standard,Lost
935,536,2024-10-03,Standard,Delivered
936,4439,2025-07-16,Standard,Lost
937,1572,2025-04-05,Same-day,Shipped
938,4988,2023-09-13,Same-day,Delivered
939,134,2025-02-15,Standard,Shipped
940,1889,2024-08-02,Same-day,Shipped
941,2504,2023-09-26,Standard,Delivered
942,1039,2024-07-01,Standard,Lost
943,2298,2024-02-13,Same-day,Lost
944,1219,2024-07-20,Same-day,Lost
945,2409,2024-12-24,Express,Shipped
946,19,2025-06-21,Standard,Lost
947,3102,2024-12-22,Express,Delivered
948,3479,2024-07-26,Standard,Delivered
949,1456,2023-08-31,Same-day,Pending
950,4198,2024-05-24,Standard,Lost
951,1539,2024-04-07,Standard,Pending
952,2214,2024-01-01,Express,Delivered
953,3360,2024-01-25,Express,Delivered
954,1568,2024-08-04,Same-day,Lost
955,1652,2024-02-02,Same-day,Shipped
956,2457,2024-08-16,Standard,Delivered
957,4239,2024-04-09,Express,Lost
958,4414,2024-10-16,Same-day,Lost
959,4953,2024-05-12,Standard,Shipped
960,1885,2025-05-03,Standard,Shipped
961,1951,2025-04-17,Same-day,Shipped
962,2109,2024-06-05,Same-day,Shipped
963,1710,2025-05-13,Standard,Lost
964,3872,2024-03-10,Standard,Lost
965,3039,2024-03-04,Express,Shipped
966,840,2024-07-29,Standard,Pending
967,4316,2024-02-24,Standard,Pending
968,3124,2024-02-02,Express,Pending
969,3574,2025-03-17,Express,Delivered
970,2085,2024-11-22,Standard,Lost
971,306,2024-10-31,Express,Shipped
972,4160,2024-04-24,Express,Delivered
973,3561,2024-06-06,Express,Delivered
974,2966,2025-05-05,Standard,Pending
975,2360,2025-01-20,Standard,Shipped
976,1440,2024-04-17,Same-day,Lost
977,2329,2024-01-22,Same-day,Pending
978,2041,2024-12-18,Express,Pending
979,4605,2025-05-06,Express,Delivered
980,1447,2024-11-22,Standard,Lost
981,3144,2024-02-20,Same-day,Lost
982,1095,2024-07-22,Express,Lost
983,4543,2025-05-07,Standard,Delivered
984,2702,2025-02-08,Express,Shipped
985,2815,2023-11-06,Express,Pending
986,171,2023-12-18,Express,Shipped
987,3685,2024-04-11,Same-day,Delivered
988,2204,2023-09-30,Express,Pending
989,1673,2023-11-30,Same-day,Shipped
990,2786,2024-10-13,Same-day,Lost
991,178,2024-04-13,Express,Lost
992,4732,2024-03-31,Express,Pending
993,2846,2025-03-03,Same-day,Delivered
994,1337,2024-12-27,Same-day,Lost
995,4583,2024-07-13,Same-day,Pending
996,4285,2024-07-10,Express,Delivered
997,3058,2023-11-09,Express,Lost
998,4988,2024-12-23,Express,Shipped
999,2229,2025-01-24,Express,Delivered
1000,3929,2024-04-21,Same-day,Shipped
1001,68,2023-12-29,Express,Shipped
1002,2038,2025-03-20,Same-day,Pending
1003,4664,2023-08-14,Same-day,Shipped
1004,3498,2025-03-22,Express,Shipped
1005,4957,2024-09-23,Express,Lost
1006,3457,2024-07-07,Standard,Delivered
1007,2322,2024-09-30,Express,Pending
1008,2677,2025-02-27,Express,Pending
1009,1717,2024-01-19,Same-day,Pending
1010,2644,2025-02-04,Standard,Shipped
1011,4923,2024-10-25,Same-day,Delivered
1012,788,2024-08-31,Same-day,Delivered
1013,3853,2025-04-23,Express,Lost
1014,3317,2025-05-24,Standard,Delivered
1015,2689,2023-12-15,Same-day,Shipped
1016,368,2025-01-15,Same-day,Shipped
1017,2119,2024-05-10,Same-day,Pending
1018,3752,2024-12-05,Standard,Lost
1019,1021,2024-05-15,Express,Delivered
1020,4502,2025-03-07,Standard,Shipped
1021,4285,2023-11-23,Express,Lost
1022,1650,2024-09-10,Same-day,Shipped
1023,38,2025-06-15,Express,Shipped
1024,309,2023-08-26,Express,Pending
1025,4849,2024-10-11,Standard,Delivered
1026,4823,2024-07-12,Same-day,Pending
1027,2788,2023-08-28,Standard,Lost
1028,2245,2024-05-22,Same-day,Delivered
1029,1118,2025-01-21,Express,Pending
1030,4510,2025-01-18,Standard,Pending
1031,4167,2025-05-25,Same-day,Delivered
1032,3731,2024-02-10,Express,Lost
1033,1739,2024-01-31,Standard,Lost
1034,2251,2024-12-26,Same-day,Delivered
1035,2334,2024-06-16,Same-day,Shipped
1036,3293,2024-03-28,Express,Delivered
1037,3091,2025-02-09,Standard,Pending
1038,4230,2024-03-10,Standard,Lost
1039,3553,2024-01-12,Express,Pending
1040,3521,2024-12-30,Same-day,Delivered
1041,3687,2024-12-12,Same-day,Shipped
1042,4826,2023-12-06,Same-day,Pending
1043,4415,2025-05-22,Same-day,Pending
1044,4747,2023-08-29,Standard,Shipped
1045,2116,2024-07-06,Standard,Shipped
1046,3744,2024-02-02,Express,Delivered
1047,135,2023-09-30,Same-day,Delivered
1048,3348,2025-03-20,Express,Shipped
1049,873,2023-09-14,Standard,Shipped
1050,3749,2024-10-13,Standard,Shipped
1051,183,2024-02-01,Same-day,Shipped
1052,3550,2024-09-06,Same-day,Pending
1053,4787,2024-08-27,Same-day,Shipped
1054,422,2024-06-03,Standard,Lost
1055,697,2025-01-31,Standard,Shipped
1056,2137,2024-09-29,Express,Lost
1057,3608,2023-09-16,Express,Shipped
1058,673,2025-06-16,Express,Pending
1059,662,2025-04-29,Express,Lost
1060,216,2024-09-20,Same-day,Pending
1061,1761,2024-04-19,Express,Shipped
1062,4290,2023-08-14,Express,Shipped
1063,2136,2024-04-13,Standard,Delivered
1064,3671,2024-01-22,Standard,Pending
1065,841,2024-07-10,Standard,Pending
1066,2759,2024-04-28,Standard,Shipped
1067,3213,2025-07-06,Same-day,Delivered
1068,3936,2023-08-09,Standard,Delivered
1069,2937,2024-01-12,Express,Pending
1070,3432,2024-03-07,Same-day,Lost
1071,3541,2023-12-27,Express,Lost
1072,2669,2024-02-18,Same-day,Pending
1073,1,2024-11-15,Express,Delivered
1074,2775,2025-01-17,Express,Pending
1075,628,2023-09-17,Standard,Delivered
1076,4447,2024-08-10,Standard,Pending
1077,4139,2024-08-13,Same-day,Delivered
1078,3461,2024-02-27,Same-day,Lost
1079,164,2024-10-11,Same-day,Shipped
1080,786,2025-02-01,Standard,Shipped
1081,3149,2024-01-21,Express,Lost
1082,4026,2025-06-22,Standard,Shipped
1083,2397,2024-06-02,Standard,Delivered
1084,2137,2024-08-13,Same-day,Delivered
1085,4612,2023-11-06,Express,Delivered
1086,1481,2025-01-26,Same-day,Pending
1087,1675,2025-07-13,Standard,Lost
1088,2328,2024-06-17,Standard,Shipped
1089,1700,2024-07-23,Same-day,Delivered
1090,3015,2023-09-22,Standard,Delivered
1091,3564,2024-07-15,Standard,Delivered
1092,4715,2024-02-28,Same-day,Pending
1093,4237,2024-02-24,Express,Lost
1094,2685,2023-08-30,Express,Delivered
1095,153,2024-06-07,Standard,Pending
1096,2280,2023-10-10,Same-day,Lost
1097,2656,2023-07-23,Same-day,Pending
1098,137,2023-08-07,Standard,Delivered
1099,2746,2024-07-14,Same-day,Shipped
1100,3351,2024-05-13,Standard,Shipped
1101,3347,2023-10-04,Express,Delivered
1102,4724,2023-09-14,Standard,Delivered
1103,1879,2023-10-24,Express,Shipped
1104,3969,2024-09-10,Same-day,Pending
1105,2812,2024-02-07,Standard,Pending
1106,2547,2024-07-02,Same-day,Pending
1107,374,2023-09-10,Express,Pending
1108,1112,2025-05-18,Standard,Delivered
1109,2166,2023-12-12,Standard,Delivered
1110,1458,2024-02-08,Same-day,Pending
1111,4596,2024-12-13,Standard,Delivered
1112,3561,2023-12-07,Same-day,Shipped
1113,591,2024-09-23,Standard,Pending
1114,3864,2024-04-07,Express,Delivered
1115,4400,2025-01-02,Same-day,Pending
1116,4816,2025-02-25,Same-day,Shipped
1117,1375,2025-03-12,Standard,Delivered
1118,2713,2024-03-17,Express,Shipped
1119,3652,2025-01-18,Express,Lost
1120,1019,2024-09-28,Same-day,Delivered
1121,2464,2024-01-11,Express,Shipped
1122,273,2024-07-12,Same-day,Lost
1123,1066,2024-10-20,Same-day,Shipped
1124,2707,2025-02-12,Standard,Lost
1125,457,2023-12-30,Same-day,Pending
1126,1972,2023-12-20,Standard,Delivered
1127,4415,2024-07-14,Express,Delivered
1128,2652,2024-11-09,Express,Delivered
1129,4019,2024-07-31,Same-day,Pending
1130,3505,2025-01-24,Express,Delivered
1131,1413,2023-09-01,Standard,Pending
1132,3084,2023-09-19,Standard,Delivered
1133,2465,2024-02-21,Same-day,Lost
1134,4213,2024-06-07,Standard,Lost
1135,585,2024-10-20,Standard,Lost
1136,3370,2024-07-23,Express,Lost
1137,2043,2024-02-06,Express,Delivered
1138,4238,2024-03-22,Express,Delivered
1139,2356,2024-12-28,Standard,Delivered
1140,4694,2023-10-11,Standard,Lost
1141,2003,2023-07-27,Same-day,Delivered
1142,3336,2025-05-14,Same-day,Pending
1143,4582,2023-08-31,Standard,Shipped
1144,425,2023-08-16,Standard,Delivered
1145,3157,2023-12-24,Standard,Lost
1146,1605,2023-10-23,Express,Delivered
1147,2647,2024-07-17,Same-day,Shipped
1148,4196,2025-07-03,Same-day,Shipped
1149,2874,2024-06-27,Standard,Lost
1150,1809,2025-03-03,Express,Shipped
1151,156,2025-02-28,Same-day,Lost
1152,693,2023-08-08,Same-day,Pending
1153,179,2024-11-07,Express,Lost
1154,651,2024-06-24,Express,Delivered
1155,1158,2024-10-11,Standard,Lost
1156,3599,2023-11-21,Standard,Pending
1157,4500,2025-03-14,Standard,Lost
1158,4736,2023-07-22,Same-day,Delivered
1159,3092,2023-10-05,Same-day,Delivered
1160,4925,2024-09-15,Same-day,Pending
1161,2732,2025-03-05,Express,Lost
1162,689,2024-10-08,Same-day,Lost
1163,1708,2024-07-24,Standard,Pending
1164,13,2023-10-20,Express,Delivered
1165,2409,2024-07-02,Express,Delivered
1166,4127,2025-01-13,Same-day,Lost
1167,3022,2023-11-04,Express,Shipped
1168,1208,2023-09-15,Standard,Shipped
1169,4012,2024-06-10,Standard,Pending
1170,3766,2024-06-21,Express,Shipped
1171,2870,2025-01-14,Standard,Shipped
1172,4295,2023-08-22,Express,Delivered
1173,3081,2025-07-08,Standard,Shipped
1174,3890,2024-10-06,Standard,Lost
1175,400,2023-08-19,Standard,Pending
1176,1772,2024-12-10,Standard,Delivered
1177,3173,2024-08-01,Standard,Delivered
1178,2684,2025-03-20,Standard,Delivered
1179,3400,2023-11-07,Same-day,Pending
1180,1202,2023-07-21,Standard,Lost
1181,423,2025-05-08,Same-day,Shipped
1182,1592,2025-05-22,Same-day,Shipped
1183,3461,2024-03-28,Standard,Lost
1184,1767,2024-12-25,Same-day,Shipped
1185,2079,2025-04-28,Standard,Pending
1186,2491,2024-08-26,Standard,Pending
1187,2305,2024-05-28,Standard,Delivered
1188,1731,2024-03-14,Standard,Lost
1189,4876,2024-05-06,Express,Shipped
1190,2115,2024-04-15,Same-day,Lost
1191,3302,2024-12-23,Express,Pending
1192,4168,2024-04-25,Same-day,Lost
1193,4897,2023-12-25,Standard,Pending
1194,3093,2024-05-29,Standard,Delivered
1195,2004,2025-02-04,Same-day,Shipped
1196,1906,2024-04-19,Same-day,Lost
1197,860,2024-07-31,Same-day,Delivered
1198,4401,2025-01-26,Standard,Pending
1199,590,2024-11-04,Same-day,Shipped
1200,1234,2024-07-18,Same-day,Lost
1201,1608,2023-12-20,Same-day,Shipped
1202,1822,2024-01-15,Same-day,Pending
1203,3038,2023-09-06,Same-day,Pending
1204,3603,2025-01-23,Standard,Delivered
1205,3455,2024-11-21,Same-day,Shipped
1206,728,2024-03-31,Express,Pending
1207,3906,2023-09-15,Same-day,Delivered
1208,392,2025-01-18,Express,Pending
1209,3675,2023-09-27,Express,Delivered
1210,1801,2023-08-03,Express,Delivered
1211,1017,2023-11-29,Standard,Pending
1212,3658,2025-05-30,Standard,Lost
1213,2470,2023-08-13,Standard,Delivered
1214,2294,2024-01-24,Same-day,Pending
1215,2928,2023-12-22,Standard,Pending
1216,3777,2024-07-01,Same-day,Lost
1217,3782,2023-10-08,Same-day,Shipped
1218,3507,2024-06-01,Same-day,Lost
1219,1418,2024-04-19,Standard,Delivered
1220,3388,2024-07-23,Same-day,Lost
1221,1114,2025-07-18,Standard,Delivered
1222,3180,2024-06-08,Standard,Delivered
1223,2008,2024-12-07,Same-day,Delivered
1224,3215,2024-11-08,Standard,Delivered
1225,3642,2024-01-02,Standard,Delivered
1226,4409,2023-12-06,Express,Lost
1227,2566,2025-06-25,Express,Shipped
1228,338,2024-05-30,Same-day,Pending
1229,4174,2025-05-12,Same-day,Lost
1230,4541,2024-12-03,Same-day,Pending
1231,4960,2025-06-08,Standard,Shipped
1232,4001,2024-09-06,Standard,Lost
1233,4063,2025-06-17,Express,Delivered
1234,2171,2023-12-20,Standard,Pending
1235,4062,2024-08-25,Standard,Lost
1236,3067,2024-07-06,Express,Shipped
1237,2234,2024-10-01,Same-day,Pending
