"shipping_id","order_id","shipping_date","shipping_method","shipping_status","flag_shiptype"
530,1427,"2024-07-03","Same-day","Lost","Fast"
531,838,"2025-03-30","Same-day","Lost","Fast"
532,3069,"2024-11-14","Express","Shipped","Fast"
533,1521,"2024-04-07","Same-day","Pending","Fast"
534,2421,"2024-07-05","Same-day","Pending","Fast"
535,4190,"2025-02-22","Same-day","Shipped","Fast"
536,1858,"2024-03-25","Express","Pending","Fast"
537,924,"2024-12-28","Express","Delivered","Fast"
538,4924,"2024-04-21","Express","Pending","Fast"
539,3251,"2024-04-28","Express","Delivered","Fast"
540,4358,"2025-07-08","Express","Pending","Fast"
541,3453,"2024-03-15","Express","Pending","Fast"
542,1698,"2023-12-25","Same-day","Lost","Fast"
543,3406,"2023-12-23","Express","Lost","Fast"
544,2146,"2024-10-08","Express","Shipped","Fast"
545,3926,"2023-08-28","Express","Lost","Fast"
546,223,"2023-09-19","Standard","Lost","Normal"
547,2051,"2024-04-30","Standard","Lost","Normal"
548,3181,"2023-12-06","Express","Shipped","Fast"
549,2566,"2025-03-05","Standard","Delivered","Normal"
550,3090,"2025-04-05","Standard","Pending","Normal"
551,4413,"2024-02-16","Same-day","Pending","Fast"
552,4632,"2023-12-30","Standard","Lost","Normal"
553,3175,"2024-11-02","Same-day","Lost","Fast"
554,4860,"2023-11-29","Same-day","Lost","Fast"
555,4183,"2024-11-21","Same-day","Lost","Fast"
556,3958,"2023-11-05","Standard","Delivered","Normal"
557,179,"2025-04-20","Express","Shipped","Fast"
558,1774,"2024-02-22","Standard","Lost","Normal"
559,3092,"2024-08-31","Same-day","Lost","Fast"
560,4516,"2023-10-02","Express","Pending","Fast"
561,4578,"2024-06-18","Same-day","Shipped","Fast"
562,1896,"2023-07-22","Express","Shipped","Fast"
563,25,"2023-11-25","Standard","Lost","Normal"
564,232,"2023-11-29","Same-day","Delivered","Fast"
565,2280,"2025-06-10","Express","Pending","Fast"
566,4435,"2024-05-28","Express","Delivered","Fast"
567,1802,"2025-03-09","Same-day","Shipped","Fast"
568,3985,"2024-08-24","Standard","Shipped","Normal"
569,4943,"2025-06-02","Same-day","Pending","Fast"
570,1867,"2025-05-10","Same-day","Pending","Fast"
571,3290,"2023-08-28","Standard","Shipped","Normal"
572,1860,"2024-09-03","Express","Delivered","Fast"
573,646,"2024-08-24","Express","Shipped","Fast"
574,2823,"2024-11-07","Standard","Shipped","Normal"
575,4724,"2024-04-24","Same-day","Lost","Fast"
576,1484,"2024-07-23","Same-day","Pending","Fast"
577,1188,"2024-04-12","Standard","Delivered","Normal"
578,4865,"2023-07-31","Standard","Lost","Normal"
579,931,"2023-09-15","Standard","Pending","Normal"
580,1374,"2025-04-14","Express","Delivered","Fast"
581,3954,"2023-11-13","Same-day","Delivered","Fast"
582,473,"2025-06-22","Express","Pending","Fast"
583,3141,"2024-06-02","Express","Lost","Fast"
584,2702,"2024-04-01","Express","Delivered","Fast"
585,4902,"2024-07-29","Same-day","Delivered","Fast"
586,1828,"2023-08-05","Standard","Shipped","Normal"
587,2296,"2024-12-25","Express","Lost","Fast"
588,528,"2024-12-25","Same-day","Pending","Fast"
589,358,"2025-04-13","Same-day","Pending","Fast"
590,2165,"2024-04-12","Express","Lost","Fast"
591,409,"2023-12-08","Express","Lost","Fast"
592,3090,"2023-07-24","Standard","Pending","Normal"
593,1190,"2024-09-05","Standard","Delivered","Normal"
594,4744,"2025-05-16","Express","Pending","Fast"
595,772,"2025-06-22","Express","Pending","Fast"
596,672,"2024-03-17","Same-day","Shipped","Fast"
597,4451,"2025-04-01","Express","Pending","Fast"
598,3701,"2023-10-01","Standard","Pending","Normal"
599,1396,"2025-05-01","Same-day","Lost","Fast"
600,1051,"2023-11-20","Standard","Pending","Normal"
601,4208,"2023-10-29","Same-day","Pending","Fast"
602,1286,"2025-03-10","Standard","Lost","Normal"
603,2301,"2025-07-01","Standard","Lost","Normal"
604,3931,"2025-01-25","Express","Shipped","Fast"
605,1017,"2025-01-21","Standard","Lost","Normal"
606,4249,"2023-10-28","Same-day","Shipped","Fast"
607,1578,"2023-12-19","Express","Delivered","Fast"
608,168,"2024-10-17","Express","Pending","Fast"
609,717,"2024-06-22","Same-day","Pending","Fast"
610,4395,"2024-09-29","Express","Delivered","Fast"
611,936,"2024-01-23","Same-day","Lost","Fast"
612,3657,"2024-05-19","Standard","Pending","Normal"
613,4780,"2024-08-23","Express","Shipped","Fast"
614,3281,"2023-10-07","Standard","Delivered","Normal"
615,438,"2025-06-23","Standard","Pending","Normal"
616,3936,"2024-02-02","Express","Shipped","Fast"
617,2742,"2024-10-18","Standard","Shipped","Normal"
618,3672,"2025-05-03","Standard","Lost","Normal"
619,4308,"2025-05-09","Same-day","Pending","Fast"
620,4266,"2023-09-05","Standard","Shipped","Normal"
621,2065,"2025-05-01","Express","Pending","Fast"
622,4724,"2023-08-29","Same-day","Delivered","Fast"
623,3909,"2025-03-09","Express","Pending","Fast"
624,2334,"2024-10-19","Standard","Delivered","Normal"
625,4765,"2025-01-14","Standard","Lost","Normal"
626,3677,"2024-09-16","Standard","Shipped","Normal"
627,4918,"2024-03-28","Standard","Delivered","Normal"
628,466,"2024-06-11","Express","Shipped","Fast"
629,2587,"2024-04-06","Same-day","Lost","Fast"
630,1321,"2023-10-27","Standard","Shipped","Normal"
631,1105,"2024-05-26","Same-day","Lost","Fast"
632,873,"2025-07-12","Same-day","Lost","Fast"
633,4017,"2023-08-12","Express","Delivered","Fast"
634,1018,"2025-05-29","Standard","Shipped","Normal"
635,905,"2024-10-13","Same-day","Delivered","Fast"
636,2287,"2024-01-06","Express","Delivered","Fast"
637,4476,"2023-11-26","Same-day","Lost","Fast"
638,3353,"2023-11-26","Same-day","Pending","Fast"
639,2751,"2025-01-04","Standard","Delivered","Normal"
640,3421,"2023-08-26","Express","Lost","Fast"
641,2916,"2024-12-09","Express","Lost","Fast"
642,4234,"2023-08-06","Express","Lost","Fast"
643,778,"2025-04-02","Express","Lost","Fast"
644,4530,"2023-08-31","Express","Pending","Fast"
645,4379,"2024-02-14","Standard","Shipped","Normal"
646,836,"2024-12-30","Standard","Pending","Normal"
647,78,"2024-08-19","Standard","Shipped","Normal"
648,3545,"2023-12-01","Standard","Delivered","Normal"
649,631,"2024-04-05","Same-day","Delivered","Fast"
650,4035,"2025-01-13","Standard","Shipped","Normal"
651,1731,"2024-04-05","Standard","Delivered","Normal"
652,2568,"2024-03-25","Same-day","Delivered","Fast"
653,3330,"2023-10-19","Same-day","Delivered","Fast"
654,1993,"2024-04-20","Standard","Delivered","Normal"
655,776,"2025-02-10","Express","Pending","Fast"
656,3342,"2024-09-04","Same-day","Pending","Fast"
657,1640,"2023-11-24","Standard","Delivered","Normal"
658,772,"2024-03-16","Same-day","Delivered","Fast"
659,1378,"2024-12-17","Express","Delivered","Fast"
660,4886,"2024-02-12","Same-day","Shipped","Fast"
661,3777,"2025-05-09","Standard","Pending","Normal"
662,3003,"2024-08-30","Express","Pending","Fast"
663,2887,"2023-09-01","Express","Shipped","Fast"
664,3676,"2023-08-04","Standard","Delivered","Normal"
665,1459,"2024-03-26","Express","Shipped","Fast"
666,3395,"2024-12-21","Same-day","Delivered","Fast"
667,847,"2024-10-05","Express","Delivered","Fast"
668,3429,"2025-02-01","Express","Shipped","Fast"
669,4889,"2025-05-04","Same-day","Lost","Fast"
670,2500,"2025-03-19","Same-day","Pending","Fast"
671,4988,"2025-05-23","Express","Delivered","Fast"
672,3363,"2024-07-13","Same-day","Shipped","Fast"
673,1786,"2024-05-31","Express","Shipped","Fast"
674,3998,"2024-12-04","Express","Shipped","Fast"
675,4593,"2024-03-29","Standard","Lost","Normal"
676,4155,"2025-02-19","Express","Lost","Fast"
677,582,"2025-03-23","Express","Delivered","Fast"
678,727,"2025-06-02","Express","Delivered","Fast"
679,4702,"2024-02-19","Same-day","Shipped","Fast"
680,1731,"2025-03-24","Express","Pending","Fast"
681,4306,"2024-06-03","Standard","Lost","Normal"
682,4834,"2024-08-22","Same-day","Pending","Fast"
683,4758,"2025-02-07","Standard","Lost","Normal"
684,4795,"2024-04-27","Standard","Delivered","Normal"
685,439,"2023-11-27","Same-day","Shipped","Fast"
686,3211,"2025-05-08","Same-day","Delivered","Fast"
687,4346,"2023-10-11","Same-day","Shipped","Fast"
688,1366,"2024-05-24","Same-day","Delivered","Fast"
689,388,"2025-05-03","Standard","Shipped","Normal"
690,933,"2023-10-10","Express","Lost","Fast"
691,1698,"2024-12-05","Standard","Pending","Normal"
692,107,"2025-03-06","Standard","Lost","Normal"
693,4093,"2025-03-31","Standard","Pending","Normal"
694,630,"2025-01-20","Same-day","Pending","Fast"
695,3490,"2025-01-06","Same-day","Pending","Fast"
696,4045,"2024-11-13","Same-day","Delivered","Fast"
697,2852,"2023-07-25","Same-day","Pending","Fast"
698,1545,"2024-07-09","Express","Lost","Fast"
699,1407,"2025-01-17","Express","Lost","Fast"
700,942,"2023-11-05","Same-day","Lost","Fast"
701,3187,"2024-07-15","Standard","Shipped","Normal"
702,1818,"2023-10-21","Express","Pending","Fast"
703,1594,"2024-06-02","Same-day","Pending","Fast"
704,3454,"2023-08-22","Express","Pending","Fast"
705,988,"2025-07-05","Express","Shipped","Fast"
706,1984,"2023-08-21","Same-day","Pending","Fast"
707,630,"2023-11-11","Same-day","Shipped","Fast"
708,3852,"2024-04-15","Same-day","Lost","Fast"
709,4317,"2024-03-11","Same-day","Shipped","Fast"
710,2699,"2025-07-13","Express","Pending","Fast"
711,2194,"2023-08-12","Standard","Delivered","Normal"
712,4739,"2024-01-31","Same-day","Delivered","Fast"
713,301,"2025-05-04","Same-day","Lost","Fast"
714,372,"2024-12-08","Standard","Delivered","Normal"
715,2544,"2023-07-25","Same-day","Pending","Fast"
716,4933,"2024-09-25","Same-day","Shipped","Fast"
717,462,"2025-01-02","Express","Shipped","Fast"
718,1988,"2024-02-29","Express","Pending","Fast"
719,3902,"2025-07-20","Standard","Lost","Normal"
720,1339,"2024-06-07","Express","Delivered","Fast"
721,4927,"2024-05-05","Standard","Lost","Normal"
722,2927,"2025-07-14","Standard","Pending","Normal"
723,2424,"2024-10-17","Standard","Lost","Normal"
724,3044,"2024-02-13","Standard","Pending","Normal"
725,4227,"2024-11-04","Same-day","Shipped","Fast"
726,2728,"2025-04-15","Standard","Shipped","Normal"
727,4125,"2023-07-27","Same-day","Delivered","Fast"
728,1843,"2025-01-26","Standard","Pending","Normal"
729,2800,"2024-02-13","Same-day","Pending","Fast"
730,3450,"2024-11-19","Same-day","Shipped","Fast"
731,1921,"2024-07-17","Same-day","Shipped","Fast"
732,4897,"2023-09-07","Express","Lost","Fast"
733,4801,"2025-05-04","Standard","Pending","Normal"
734,4491,"2023-09-23","Same-day","Pending","Fast"
735,1014,"2023-10-05","Standard","Shipped","Normal"
736,1255,"2024-06-17","Standard","Lost","Normal"
737,3948,"2024-04-16","Same-day","Delivered","Fast"
738,2282,"2024-08-05","Standard","Delivered","Normal"
739,1785,"2024-03-01","Standard","Shipped","Normal"
740,4946,"2024-05-07","Standard","Shipped","Normal"
741,1263,"2024-01-26","Express","Pending","Fast"
742,1192,"2024-11-01","Express","Shipped","Fast"
743,2640,"2024-09-11","Same-day","Shipped","Fast"
744,2802,"2024-09-14","Express","Pending","Fast"
745,868,"2024-07-05","Express","Lost","Fast"
746,3588,"2024-08-19","Standard","Delivered","Normal"
747,2231,"2024-05-14","Express","Delivered","Fast"
748,572,"2025-04-21","Same-day","Shipped","Fast"
749,4917,"2024-03-25","Express","Shipped","Fast"
750,1510,"2024-01-31","Same-day","Shipped","Fast"
751,2644,"2024-05-22","Express","Pending","Fast"
752,4569,"2024-05-08","Standard","Shipped","Normal"
753,547,"2025-06-20","Express","Pending","Fast"
754,2082,"2023-12-05","Same-day","Delivered","Fast"
755,4044,"2024-07-29","Same-day","Shipped","Fast"
756,3449,"2024-09-21","Same-day","Delivered","Fast"
757,1471,"2023-12-24","Express","Shipped","Fast"
758,871,"2024-04-02","Standard","Shipped","Normal"
759,1493,"2024-07-10","Express","Lost","Fast"
760,1540,"2024-02-18","Standard","Shipped","Normal"
761,3325,"2025-06-25","Same-day","Pending","Fast"
762,306,"2024-11-22","Express","Delivered","Fast"
763,996,"2025-05-24","Same-day","Lost","Fast"
764,4441,"2023-12-12","Express","Shipped","Fast"
765,3238,"2024-07-23","Standard","Lost","Normal"
766,1911,"2024-07-22","Same-day","Lost","Fast"
767,4682,"2024-07-20","Standard","Lost","Normal"
768,4901,"2025-05-06","Standard","Pending","Normal"
769,2140,"2025-02-28","Standard","Pending","Normal"
770,2933,"2024-10-26","Same-day","Shipped","Fast"
771,2116,"2025-05-05","Express","Delivered","Fast"
772,801,"2024-06-18","Express","Lost","Fast"
773,1704,"2024-05-10","Same-day","Shipped","Fast"
774,4546,"2025-04-01","Standard","Pending","Normal"
775,2062,"2024-08-10","Express","Pending","Fast"
776,2608,"2024-12-24","Express","Shipped","Fast"
777,1915,"2024-12-02","Standard","Delivered","Normal"
778,769,"2025-03-06","Same-day","Pending","Fast"
779,2572,"2024-02-16","Standard","Delivered","Normal"
780,3192,"2023-12-31","Express","Lost","Fast"
781,1783,"2023-08-26","Standard","Delivered","Normal"
782,432,"2024-07-09","Same-day","Pending","Fast"
783,4941,"2024-07-18","Same-day","Pending","Fast"
784,1986,"2023-12-18","Standard","Delivered","Normal"
785,72,"2023-10-14","Standard","Delivered","Normal"
786,3853,"2025-02-14","Express","Pending","Fast"
787,4898,"2024-04-25","Same-day","Shipped","Fast"
788,3277,"2025-02-14","Same-day","Shipped","Fast"
789,4271,"2023-10-10","Express","Lost","Fast"
790,2767,"2024-11-27","Same-day","Delivered","Fast"
791,378,"2024-01-01","Same-day","Shipped","Fast"
792,4810,"2025-07-15","Express","Shipped","Fast"
793,3512,"2024-08-02","Express","Shipped","Fast"
794,2506,"2023-12-01","Standard","Delivered","Normal"
795,2969,"2024-05-20","Express","Lost","Fast"
796,4746,"2025-03-04","Express","Shipped","Fast"
797,4411,"2024-01-03","Standard","Shipped","Normal"
798,3808,"2025-03-08","Standard","Shipped","Normal"
799,1111,"2025-06-29","Same-day","Delivered","Fast"
800,2274,"2024-11-11","Standard","Shipped","Normal"
801,264,"2023-08-15","Express","Pending","Fast"
802,4608,"2025-04-04","Express","Shipped","Fast"
803,4960,"2024-05-12","Same-day","Pending","Fast"
804,1441,"2024-02-04","Same-day","Delivered","Fast"
805,882,"2024-02-12","Standard","Delivered","Normal"
806,3776,"2024-08-05","Standard","Delivered","Normal"
807,3961,"2024-03-01","Express","Lost","Fast"
808,1542,"2024-05-05","Express","Delivered","Fast"
809,2693,"2024-12-14","Standard","Pending","Normal"
810,762,"2024-04-22","Express","Shipped","Fast"
811,3429,"2024-11-27","Same-day","Lost","Fast"
812,3281,"2023-11-25","Express","Pending","Fast"
813,4164,"2024-01-16","Same-day","Pending","Fast"
814,528,"2024-04-08","Same-day","Pending","Fast"
815,546,"2023-07-23","Express","Delivered","Fast"
816,1690,"2024-02-05","Standard","Lost","Normal"
817,1768,"2024-08-22","Standard","Lost","Normal"
818,3855,"2023-12-04","Standard","Pending","Normal"
819,1574,"2024-10-17","Express","Shipped","Fast"
820,3513,"2024-12-08","Standard","Lost","Normal"
821,3710,"2023-12-12","Same-day","Lost","Fast"
822,236,"2024-02-19","Same-day","Shipped","Fast"
823,3918,"2024-03-09","Same-day","Lost","Fast"
824,1115,"2024-12-04","Standard","Lost","Normal"
825,992,"2024-04-03","Standard","Lost","Normal"
826,3923,"2024-01-17","Same-day","Lost","Fast"
827,1855,"2023-12-21","Express","Lost","Fast"
828,2407,"2024-09-28","Express","Lost","Fast"
829,92,"2023-12-02","Standard","Delivered","Normal"
830,1477,"2024-11-28","Express","Shipped","Fast"
831,2504,"2024-05-24","Same-day","Pending","Fast"
832,1087,"2024-10-11","Standard","Lost","Normal"
833,1407,"2024-09-21","Express","Lost","Fast"
834,1399,"2024-01-14","Standard","Shipped","Normal"
835,2215,"2024-11-03","Same-day","Pending","Fast"
836,771,"2024-10-26","Standard","Pending","Normal"
837,4303,"2023-08-01","Express","Shipped","Fast"
838,1881,"2024-01-25","Express","Pending","Fast"
839,503,"2025-02-14","Express","Lost","Fast"
840,3374,"2025-01-19","Express","Pending","Fast"
841,2013,"2023-08-23","Express","Shipped","Fast"
842,1515,"2024-09-21","Same-day","Delivered","Fast"
843,1923,"2023-11-22","Same-day","Lost","Fast"
844,3555,"2025-04-09","Same-day","Pending","Fast"
845,2562,"2023-08-12","Same-day","Shipped","Fast"
846,2528,"2024-01-04","Same-day","Delivered","Fast"
847,119,"2023-08-30","Standard","Delivered","Normal"
848,772,"2024-09-20","Same-day","Shipped","Fast"
849,4459,"2024-06-12","Express","Delivered","Fast"
850,819,"2023-08-10","Express","Delivered","Fast"
851,2540,"2025-06-21","Same-day","Delivered","Fast"
852,2378,"2023-10-20","Standard","Lost","Normal"
853,2200,"2025-02-20","Express","Shipped","Fast"
854,1378,"2023-08-03","Standard","Lost","Normal"
855,2430,"2024-09-13","Standard","Pending","Normal"
856,4529,"2025-04-18","Express","Delivered","Fast"
857,2218,"2025-06-02","Express","Shipped","Fast"
858,1273,"2023-08-02","Same-day","Shipped","Fast"
859,253,"2024-12-20","Same-day","Lost","Fast"
860,1289,"2025-05-27","Standard","Lost","Normal"
861,2290,"2024-08-12","Express","Delivered","Fast"
862,2005,"2024-09-13","Same-day","Shipped","Fast"
863,3014,"2025-04-26","Express","Pending","Fast"
864,60,"2024-02-16","Same-day","Shipped","Fast"
865,4923,"2024-07-14","Express","Delivered","Fast"
866,2521,"2024-09-04","Express","Lost","Fast"
867,3599,"2024-12-04","Same-day","Delivered","Fast"
868,3370,"2023-10-03","Express","Delivered","Fast"
869,2876,"2024-12-20","Standard","Pending","Normal"
870,745,"2023-10-18","Same-day","Shipped","Fast"
871,967,"2023-07-27","Express","Delivered","Fast"
872,4217,"2025-04-30","Express","Pending","Fast"
873,3489,"2025-06-03","Express","Lost","Fast"
874,534,"2023-12-28","Same-day","Pending","Fast"
875,2756,"2024-05-23","Standard","Shipped","Normal"
876,3413,"2023-08-16","Express","Delivered","Fast"
877,2245,"2025-06-26","Express","Delivered","Fast"
878,67,"2025-06-27","Same-day","Delivered","Fast"
879,4719,"2024-09-07","Same-day","Pending","Fast"
880,2335,"2024-06-09","Express","Pending","Fast"
881,845,"2023-11-19","Same-day","Pending","Fast"
882,2531,"2025-05-28","Same-day","Lost","Fast"
883,4055,"2024-09-27","Express","Shipped","Fast"
884,2880,"2025-07-18","Express","Delivered","Fast"
885,1577,"2024-02-13","Same-day","Delivered","Fast"
886,4417,"2024-12-31","Standard","Shipped","Normal"
887,533,"2025-05-11","Standard","Lost","Normal"
888,1578,"2024-02-08","Standard","Pending","Normal"
889,3830,"2023-08-13","Same-day","Delivered","Fast"
890,319,"2025-01-23","Standard","Lost","Normal"
891,2621,"2024-09-15","Same-day","Lost","Fast"
892,2549,"2024-10-04","Standard","Shipped","Normal"
893,1100,"2023-10-04","Same-day","Pending","Fast"
894,2459,"2024-04-05","Standard","Shipped","Normal"
895,2661,"2023-09-22","Express","Lost","Fast"
896,765,"2024-08-14","Same-day","Shipped","Fast"
897,458,"2025-01-23","Same-day","Delivered","Fast"
898,4167,"2023-10-12","Express","Pending","Fast"
899,1468,"2024-09-18","Express","Lost","Fast"
900,3159,"2025-07-11","Same-day","Delivered","Fast"
901,624,"2024-02-19","Express","Pending","Fast"
902,579,"2023-11-12","Same-day","Shipped","Fast"
903,223,"2024-10-13","Express","Delivered","Fast"
904,1636,"2025-06-03","Standard","Delivered","Normal"
905,2608,"2024-08-31","Standard","Delivered","Normal"
