order_id,shipping_id,shipping_method,shipping_status,shipping_date
ORD11995,SHP10995,Same Day,In Transit,2025-01-28
ORD11996,SHP10996,Same Day,Delivered,2023-08-27
ORD11997,SHP10997,Express,Delivered,2024-07-25
ORD11998,SHP10998,Standard,Delivered,2023-05-19
ORD11999,SHP10999,Express,Delivered,2024-04-22
ORD12000,SHP11000,Same Day,Delivered,2025-04-29
ORD12001,SHP11001,Same Day,Failed,2025-02-24
ORD12002,SHP11002,Standard,Delivered,2024-07-10
ORD12003,SHP11003,Same Day,Failed,2024-09-02
ORD12004,SHP11004,Same Day,Delivered,2024-11-30
ORD12005,SHP11005,Express,Delivered,2024-10-04
ORD12006,SHP11006,Standard,Delivered,2023-08-19
ORD12007,SHP11007,Express,Delivered,2023-11-17
ORD12008,SHP11008,Express,Delivered,2024-08-24
ORD12009,SHP11009,Express,Delivered,2025-02-08
ORD12010,SHP11010,Same Day,Failed,2024-12-25
ORD12011,SHP11011,Same Day,Delivered,2025-01-01
ORD12012,SHP11012,Standard,Delivered,2025-06-08
ORD12013,SHP11013,Same Day,Delivered,2024-09-04
ORD12014,SHP11014,Standard,Cancelled,2024-07-17
ORD12015,SHP11015,Express,Delivered,2023-07-25
ORD12016,SHP11016,Express,Failed,2023-09-17
ORD12017,SHP11017,Same Day,Delivered,2024-04-27
ORD12018,SHP11018,Same Day,Delivered,2025-06-12
ORD12019,SHP11019,Standard,Delivered,2023-07-02
ORD12020,SHP11020,Same Day,Delivered,2025-01-29
ORD12021,SHP11021,Same Day,Delivered,2023-05-07
ORD12022,SHP11022,Same Day,Delivered,2023-12-14
ORD12023,SHP11023,Express,Delivered,2023-06-22
ORD12024,SHP11024,Same Day,In Transit,2025-04-26
ORD12025,SHP11025,Same Day,Delivered,2024-10-10
ORD12026,SHP11026,Express,Delivered,2023-03-04
ORD12027,SHP11027,Express,Delivered,2024-12-06
ORD12028,SHP11028,Express,Delivered,2024-04-10
ORD12029,SHP11029,Express,Delivered,2025-02-22
ORD12030,SHP11030,Same Day,Delivered,2023-09-22
ORD12031,SHP11031,Same Day,Delivered,2024-01-14
ORD12032,SHP11032,Same Day,Delivered,2023-04-06
ORD12033,SHP11033,Standard,Delivered,2023-05-08
ORD12034,SHP11034,Express,Delivered,2023-02-16
ORD12035,SHP11035,Same Day,Delivered,2025-06-14
ORD12036,SHP11036,Same Day,In Transit,2023-09-15
ORD12037,SHP11037,Same Day,Delivered,2023-01-09
ORD12038,SHP11038,Express,Failed,2024-04-20
ORD12039,SHP11039,Express,Delivered,2024-12-29
ORD12040,SHP11040,Express,Delivered,2024-05-28
ORD12041,SHP11041,Same Day,Delivered,2024-08-09
ORD12042,SHP11042,Express,Delivered,2023-03-14
ORD12043,SHP11043,Same Day,Delivered,2023-03-24
ORD12044,SHP11044,Standard,Delivered,2024-07-01
ORD12045,SHP11045,Express,Delivered,2024-08-10
ORD12046,SHP11046,Express,Delivered,2023-09-21
ORD12047,SHP11047,Same Day,Delivered,2023-04-03
ORD12048,SHP11048,Express,Delivered,2023-08-02
ORD12049,SHP11049,Express,Delivered,2023-08-06
ORD12050,SHP11050,Same Day,In Transit,2025-04-14
ORD12051,SHP11051,Same Day,Delivered,2023-09-27
ORD12052,SHP11052,Same Day,Delivered,2025-07-03
ORD12053,SHP11053,Standard,Delivered,2023-10-25
ORD12054,SHP11054,Same Day,Delivered,2023-08-01
ORD12055,SHP11055,Express,Delivered,2023-12-01
ORD12056,SHP11056,Standard,Delivered,2023-03-23
ORD12057,SHP11057,Same Day,Delivered,2023-10-20
ORD12058,SHP11058,Standard,Delivered,2023-02-19
ORD12059,SHP11059,Standard,Delivered,2024-09-14
ORD12060,SHP11060,Express,Delivered,2023-07-24
ORD12061,SHP11061,Standard,Delivered,2024-03-07
ORD12062,SHP11062,Same Day,In Transit,2023-07-30
ORD12063,SHP11063,Standard,Delivered,2025-06-07
ORD12064,SHP11064,Standard,Delivered,2024-02-26
ORD12065,SHP11065,Express,Delivered,2023-06-09
ORD12066,SHP11066,Express,Delivered,2024-06-07
ORD12067,SHP11067,Same Day,Cancelled,2024-02-20
ORD12068,SHP11068,Express,Delivered,2023-12-23
ORD12069,SHP11069,Same Day,Delivered,2023-06-07
ORD12070,SHP11070,Same Day,Delivered,2023-09-20
ORD12071,SHP11071,Express,Delivered,2023-03-21
ORD12072,SHP11072,Standard,In Transit,2025-02-10
ORD12073,SHP11073,Express,Delivered,2024-05-08
ORD12074,SHP11074,Standard,Delivered,2023-05-16
ORD12075,SHP11075,Standard,Delivered,2024-08-04
ORD12076,SHP11076,Same Day,Delivered,2024-04-01
ORD12077,SHP11077,Same Day,Delivered,2025-01-12
ORD12078,SHP11078,Express,Delivered,2023-06-16
ORD12079,SHP11079,Standard,Delivered,2023-01-16
ORD12080,SHP11080,Express,Delivered,2023-08-21
ORD12081,SHP11081,Same Day,Delivered,2023-07-16
ORD12082,SHP11082,Standard,Delivered,2025-05-15
ORD12083,SHP11083,Express,In Transit,2024-06-26
ORD12084,SHP11084,Express,Delivered,2023-12-28
ORD12085,SHP11085,Same Day,Delivered,2025-05-03
ORD12086,SHP11086,Same Day,Delivered,2023-12-02
ORD12087,SHP11087,Same Day,In Transit,2024-03-07
ORD12088,SHP11088,Same Day,Delivered,2024-05-16
ORD12089,SHP11089,Express,Delivered,2025-04-08
ORD12090,SHP11090,Same Day,Delivered,2024-05-06
ORD12091,SHP11091,Same Day,Delivered,2025-03-23
ORD12092,SHP11092,Express,In Transit,2024-03-26
ORD12093,SHP11093,Express,Delivered,2024-02-20
ORD12094,SHP11094,Standard,Delivered,2023-12-02
ORD12095,SHP11095,Express,Delivered,2025-01-05
ORD12096,SHP11096,Standard,Delivered,2025-06-10
ORD12097,SHP11097,Same Day,Cancelled,2023-05-29
ORD12098,SHP11098,Standard,Delivered,2023-09-18
ORD12099,SHP11099,Standard,Delivered,2023-10-25
ORD12100,SHP11100,Same Day,Delivered,2025-03-24
ORD12101,SHP11101,Same Day,In Transit,2023-05-24
ORD12102,SHP11102,Same Day,Failed,2025-01-18
ORD12103,SHP11103,Standard,Delivered,2024-09-23
ORD12104,SHP11104,Express,Cancelled,2024-01-04
ORD12105,SHP11105,Express,In Transit,2023-04-04
ORD12106,SHP11106,Express,Delivered,2024-12-22
ORD12107,SHP11107,Same Day,In Transit,2023-06-18
ORD12108,SHP11108,Same Day,Delivered,2024-04-28
ORD12109,SHP11109,Express,Delivered,2023-03-29
ORD12110,SHP11110,Same Day,Delivered,2023-03-23
ORD12111,SHP11111,Standard,Delivered,2024-11-08
ORD12112,SHP11112,Standard,Delivered,2024-06-01
ORD12113,SHP11113,Same Day,In Transit,2024-05-01
ORD12114,SHP11114,Express,Cancelled,2024-08-17
ORD12115,SHP11115,Express,Delivered,2024-08-28
ORD12116,SHP11116,Standard,Delivered,2024-08-25
ORD12117,SHP11117,Same Day,Delivered,2025-02-21
ORD12118,SHP11118,Express,Delivered,2023-04-17
ORD12119,SHP11119,Express,Delivered,2024-03-31
ORD12120,SHP11120,Same Day,Delivered,2024-05-03
ORD12121,SHP11121,Same Day,Delivered,2023-12-08
ORD12122,SHP11122,Express,Delivered,2024-11-21
ORD12123,SHP11123,Same Day,Delivered,2024-07-20
ORD12124,SHP11124,Same Day,Delivered,2025-06-22
ORD12125,SHP11125,Same Day,In Transit,2024-04-27
ORD12126,SHP11126,Express,Delivered,2024-12-24
ORD12127,SHP11127,Standard,Delivered,2024-09-01
ORD12128,SHP11128,Same Day,Delivered,2023-08-17
ORD12129,SHP11129,Express,Delivered,2023-01-11
ORD12130,SHP11130,Standard,Delivered,2023-02-23
ORD12131,SHP11131,Express,Delivered,2023-03-19
ORD12132,SHP11132,Express,Delivered,2024-12-19
ORD12133,SHP11133,Express,Delivered,2024-05-21
ORD12134,SHP11134,Standard,Delivered,2023-11-17
ORD12135,SHP11135,Express,Delivered,2025-03-30
ORD12136,SHP11136,Standard,Delivered,2025-04-03
ORD12137,SHP11137,Same Day,Delivered,2025-04-23
ORD12138,SHP11138,Standard,Delivered,2024-09-20
ORD12139,SHP11139,Express,Delivered,2025-05-16
ORD12140,SHP11140,Standard,Cancelled,2023-06-18
ORD12141,SHP11141,Express,Delivered,2023-10-11
ORD12142,SHP11142,Same Day,Delivered,2023-02-01
ORD12143,SHP11143,Standard,In Transit,2023-03-14
ORD12144,SHP11144,Same Day,Delivered,2023-08-10
ORD12145,SHP11145,Standard,Delivered,2024-01-01
ORD12146,SHP11146,Express,Delivered,2024-12-03
ORD12147,SHP11147,Standard,Delivered,2025-04-28
ORD12148,SHP11148,Same Day,Delivered,2023-11-07
ORD12149,SHP11149,Standard,Delivered,2023-05-05
ORD12150,SHP11150,Same Day,In Transit,2023-01-22
ORD12151,SHP11151,Same Day,Delivered,2023-09-20
ORD12152,SHP11152,Express,Delivered,2023-10-26
ORD12153,SHP11153,Standard,Delivered,2023-01-23
ORD12154,SHP11154,Same Day,Delivered,2025-05-30
ORD12155,SHP11155,Express,Delivered,2024-03-30
ORD12156,SHP11156,Express,In Transit,2024-07-11
ORD12157,SHP11157,Express,Failed,2024-07-08
ORD12158,SHP11158,Same Day,Delivered,2023-02-19
ORD12159,SHP11159,Standard,Delivered,2024-12-01
ORD12160,SHP11160,Same Day,Cancelled,2024-08-15
ORD12161,SHP11161,Express,Delivered,2024-12-23
ORD12162,SHP11162,Same Day,Delivered,2023-07-05
ORD12163,SHP11163,Same Day,Delivered,2024-03-11
ORD12164,SHP11164,Express,Delivered,2023-04-20
ORD12165,SHP11165,Standard,Delivered,2023-07-12
ORD12166,SHP11166,Express,Delivered,2025-02-18
ORD12167,SHP11167,Express,In Transit,2023-04-01
ORD12168,SHP11168,Same Day,Delivered,2025-04-19
ORD12169,SHP11169,Express,Delivered,2025-04-23
ORD12170,SHP11170,Same Day,Delivered,2024-04-01
ORD12171,SHP11171,Express,Delivered,2023-05-23
ORD12172,SHP11172,Express,Delivered,2025-05-08
ORD12173,SHP11173,Standard,Delivered,2025-06-18
ORD12174,SHP11174,Express,Delivered,2023-12-04
ORD12175,SHP11175,Standard,In Transit,2024-09-02
ORD12176,SHP11176,Express,Cancelled,2025-04-20
ORD12177,SHP11177,Express,Failed,2025-02-01
ORD12178,SHP11178,Express,Delivered,2024-04-16
ORD12179,SHP11179,Standard,Delivered,2024-08-28
ORD12180,SHP11180,Same Day,Delivered,2024-07-26
ORD12181,SHP11181,Standard,Delivered,2024-02-12
ORD12182,SHP11182,Express,Cancelled,2024-06-29
ORD12183,SHP11183,Same Day,Delivered,2023-03-17
ORD12184,SHP11184,Express,Delivered,2025-02-23
ORD12185,SHP11185,Standard,Delivered,2023-01-28
ORD12186,SHP11186,Standard,In Transit,2024-09-19
ORD12187,SHP11187,Same Day,Delivered,2025-03-23
ORD12188,SHP11188,Standard,Delivered,2024-05-01
ORD12189,SHP11189,Express,In Transit,2023-03-03
ORD12190,SHP11190,Same Day,Delivered,2023-08-12
ORD12191,SHP11191,Express,Delivered,2024-09-25
ORD12192,SHP11192,Same Day,Delivered,2023-07-02
ORD12193,SHP11193,Same Day,Delivered,2025-03-12
ORD12194,SHP11194,Express,Delivered,2024-03-12
ORD12195,SHP11195,Standard,Delivered,2024-03-31
ORD12196,SHP11196,Express,In Transit,2025-03-04
ORD12197,SHP11197,Standard,Delivered,2025-06-08
ORD12198,SHP11198,Standard,Delivered,2024-05-10
ORD12199,SHP11199,Express,Delivered,2023-07-11
ORD12200,SHP11200,Same Day,Delivered,2024-08-02
ORD12201,SHP11201,Express,Delivered,2025-03-22
ORD12202,SHP11202,Same Day,Delivered,2024-02-27
ORD12203,SHP11203,Standard,Delivered,2023-09-08
ORD12204,SHP11204,Same Day,Delivered,2024-08-11
ORD12205,SHP11205,Express,In Transit,2024-10-15
ORD12206,SHP11206,Same Day,Delivered,2023-06-15
ORD12207,SHP11207,Standard,Delivered,2025-01-18
ORD12208,SHP11208,Standard,Delivered,2023-09-14
ORD12209,SHP11209,Same Day,Delivered,2024-04-26
ORD12210,SHP11210,Standard,Delivered,2025-03-20
ORD12211,SHP11211,Standard,Delivered,2024-02-23
ORD12212,SHP11212,Same Day,Delivered,2023-06-21
ORD12213,SHP11213,Standard,Cancelled,2023-11-17
ORD12214,SHP11214,Same Day,Delivered,2023-06-24
ORD12215,SHP11215,Same Day,Delivered,2024-04-19
ORD12216,SHP11216,Standard,Delivered,2023-12-16
ORD12217,SHP11217,Same Day,Delivered,2024-03-21
ORD12218,SHP11218,Standard,Delivered,2023-01-20
ORD12219,SHP11219,Standard,Delivered,2023-03-16
ORD12220,SHP11220,Standard,Failed,2023-12-05
ORD12221,SHP11221,Express,In Transit,2024-09-20
ORD12222,SHP11222,Standard,Delivered,2024-08-19
ORD12223,SHP11223,Same Day,Delivered,2024-06-14
ORD12224,SHP11224,Same Day,Delivered,2024-11-21
ORD12225,SHP11225,Same Day,Delivered,2024-04-04
ORD12226,SHP11226,Express,Failed,2023-09-28
ORD12227,SHP11227,Express,Failed,2024-09-26
ORD12228,SHP11228,Same Day,Delivered,2025-03-27
ORD12229,SHP11229,Same Day,Delivered,2023-07-10
ORD12230,SHP11230,Express,Delivered,2024-07-25
ORD12231,SHP11231,Same Day,Delivered,2024-12-12
ORD12232,SHP11232,Standard,In Transit,2024-06-18
ORD12233,SHP11233,Standard,Delivered,2024-03-11
ORD12234,SHP11234,Same Day,Delivered,2023-10-16
ORD12235,SHP11235,Standard,Delivered,2024-07-24
ORD12236,SHP11236,Same Day,Delivered,2024-05-17
ORD12237,SHP11237,Express,Delivered,2024-03-21
ORD12238,SHP11238,Same Day,In Transit,2025-02-20
ORD12239,SHP11239,Express,Delivered,2023-11-05
ORD12240,SHP11240,Standard,Delivered,2023-03-29
ORD12241,SHP11241,Standard,Delivered,2025-04-10
ORD12242,SHP11242,Standard,Delivered,2024-03-14
ORD12243,SHP11243,Same Day,Delivered,2024-06-27
ORD12244,SHP11244,Express,Delivered,2023-01-27
ORD12245,SHP11245,Express,Delivered,2025-04-14
ORD12246,SHP11246,Standard,Delivered,2025-03-09
ORD12247,SHP11247,Standard,Delivered,2024-07-15
ORD12248,SHP11248,Express,Delivered,2024-06-03
ORD12249,SHP11249,Same Day,Delivered,2025-02-05
ORD12250,SHP11250,Standard,Delivered,2024-11-11
ORD12251,SHP11251,Same Day,In Transit,2024-05-22
ORD12252,SHP11252,Standard,Delivered,2024-12-17
ORD12253,SHP11253,Standard,Delivered,2024-04-17
ORD12254,SHP11254,Same Day,Delivered,2023-04-12
ORD12255,SHP11255,Same Day,Cancelled,2024-08-09
ORD12256,SHP11256,Same Day,Delivered,2024-11-06
ORD12257,SHP11257,Same Day,Delivered,2024-11-17
ORD12258,SHP11258,Express,Delivered,2023-05-22
ORD12259,SHP11259,Express,In Transit,2023-05-21
ORD12260,SHP11260,Standard,Failed,2024-08-02
ORD12261,SHP11261,Standard,In Transit,2024-12-14
ORD12262,SHP11262,Standard,In Transit,2025-04-25
ORD12263,SHP11263,Express,In Transit,2023-08-22
ORD12264,SHP11264,Same Day,Delivered,2023-10-10
ORD12265,SHP11265,Standard,Delivered,2024-11-15
ORD12266,SHP11266,Express,Delivered,2025-04-12
ORD12267,SHP11267,Standard,Delivered,2024-03-11
ORD12268,SHP11268,Express,Delivered,2023-02-15
ORD12269,SHP11269,Same Day,Delivered,2024-06-07
ORD12270,SHP11270,Express,Delivered,2024-11-18
ORD12271,SHP11271,Same Day,Delivered,2024-10-29
ORD12272,SHP11272,Standard,Delivered,2023-08-02
ORD12273,SHP11273,Same Day,Delivered,2023-11-04
ORD12274,SHP11274,Express,Delivered,2023-03-31
ORD12275,SHP11275,Standard,Delivered,2024-02-06
ORD12276,SHP11276,Standard,In Transit,2023-09-13
ORD12277,SHP11277,Express,Delivered,2024-06-19
ORD12278,SHP11278,Same Day,In Transit,2025-02-09
ORD12279,SHP11279,Express,Delivered,2025-06-15
ORD12280,SHP11280,Same Day,Delivered,2024-01-18
ORD12281,SHP11281,Same Day,Delivered,2024-03-23
ORD12282,SHP11282,Standard,Delivered,2023-02-06
ORD12283,SHP11283,Same Day,Delivered,2023-09-18
ORD12284,SHP11284,Standard,Delivered,2023-08-26
ORD12285,SHP11285,Express,In Transit,2024-06-04
ORD12286,SHP11286,Express,Failed,2025-05-14
ORD12287,SHP11287,Standard,Failed,2023-11-06
ORD12288,SHP11288,Standard,Cancelled,2025-01-11
ORD12289,SHP11289,Same Day,Delivered,2025-03-07
ORD12290,SHP11290,Standard,Delivered,2023-03-15
ORD12291,SHP11291,Express,Delivered,2024-04-01
ORD12292,SHP11292,Standard,Delivered,2024-03-16
ORD12293,SHP11293,Standard,Delivered,2025-04-09
ORD12294,SHP11294,Standard,In Transit,2023-12-31
ORD12295,SHP11295,Same Day,Delivered,2025-02-10
ORD12296,SHP11296,Standard,In Transit,2024-04-28
ORD12297,SHP11297,Same Day,Delivered,2023-05-26
ORD12298,SHP11298,Same Day,Delivered,2023-01-26
ORD12299,SHP11299,Standard,Delivered,2024-03-01
ORD12300,SHP11300,Same Day,Cancelled,2025-01-16
ORD12301,SHP11301,Standard,Failed,2025-04-28
ORD12302,SHP11302,Express,Delivered,2023-06-28
ORD12303,SHP11303,Express,Delivered,2025-04-29
ORD12304,SHP11304,Same Day,Delivered,2023-11-27
ORD12305,SHP11305,Express,Delivered,2025-05-19
ORD12306,SHP11306,Standard,In Transit,2024-11-02
ORD12307,SHP11307,Same Day,Delivered,2025-05-12
ORD12308,SHP11308,Standard,Delivered,2023-12-18
ORD12309,SHP11309,Same Day,Delivered,2025-03-10
ORD12310,SHP11310,Same Day,Failed,2023-01-22
ORD12311,SHP11311,Same Day,Delivered,2023-02-17
ORD12312,SHP11312,Same Day,Delivered,2023-06-05
ORD12313,SHP11313,Express,Delivered,2025-05-17
ORD12314,SHP11314,Express,Delivered,2024-01-16
ORD12315,SHP11315,Express,Delivered,2025-01-17
ORD12316,SHP11316,Same Day,In Transit,2025-06-06
ORD12317,SHP11317,Express,In Transit,2025-04-13
ORD12318,SHP11318,Same Day,Delivered,2024-02-10
ORD12319,SHP11319,Express,Delivered,2023-08-18
ORD12320,SHP11320,Same Day,In Transit,2023-08-11
ORD12321,SHP11321,Express,Delivered,2024-07-27
ORD12322,SHP11322,Express,Delivered,2023-02-04
ORD12323,SHP11323,Express,Delivered,2025-05-24
ORD12324,SHP11324,Same Day,Delivered,2023-03-01
ORD12325,SHP11325,Same Day,Delivered,2025-06-11
ORD12326,SHP11326,Express,Cancelled,2025-06-17
ORD12327,SHP11327,Same Day,In Transit,2023-12-21
ORD12328,SHP11328,Standard,Delivered,2024-03-21
ORD12329,SHP11329,Express,Delivered,2023-08-24
ORD12330,SHP11330,Express,Delivered,2023-04-21
ORD12331,SHP11331,Standard,Delivered,2023-07-15
ORD12332,SHP11332,Same Day,Delivered,2024-06-18
ORD12333,SHP11333,Same Day,Delivered,2025-01-08
ORD12334,SHP11334,Same Day,In Transit,2024-11-10
ORD12335,SHP11335,Express,Delivered,2024-08-06
ORD12336,SHP11336,Express,In Transit,2025-05-29
ORD12337,SHP11337,Express,Delivered,2024-07-23
ORD12338,SHP11338,Express,Delivered,2023-09-06
ORD12339,SHP11339,Express,Delivered,2025-05-15
ORD12340,SHP11340,Same Day,Cancelled,2023-03-22
ORD12341,SHP11341,Standard,Delivered,2024-07-02
ORD12342,SHP11342,Same Day,Delivered,2023-09-29
ORD12343,SHP11343,Same Day,Delivered,2023-11-17
ORD12344,SHP11344,Express,Delivered,2025-03-25
ORD12345,SHP11345,Standard,In Transit,2023-05-03
ORD12346,SHP11346,Standard,Delivered,2025-04-16
ORD12347,SHP11347,Same Day,Cancelled,2023-01-31
ORD12348,SHP11348,Standard,Delivered,2024-03-12
ORD12349,SHP11349,Same Day,Delivered,2023-06-15
ORD12350,SHP11350,Same Day,Delivered,2024-08-20
ORD12351,SHP11351,Same Day,Delivered,2023-04-27
ORD12352,SHP11352,Same Day,Cancelled,2025-01-06
ORD12353,SHP11353,Express,Delivered,2025-06-23
ORD12354,SHP11354,Standard,Delivered,2024-05-20
ORD12355,SHP11355,Express,Delivered,2023-06-16
ORD12356,SHP11356,Express,Delivered,2024-12-07
ORD12357,SHP11357,Express,Delivered,2023-06-28
ORD12358,SHP11358,Same Day,Delivered,2023-01-06
ORD12359,SHP11359,Same Day,In Transit,2025-06-21
ORD12360,SHP11360,Express,Delivered,2025-01-14
ORD12361,SHP11361,Express,Delivered,2023-04-01
ORD12362,SHP11362,Standard,Failed,2024-08-01
ORD12363,SHP11363,Express,Delivered,2023-11-19
ORD12364,SHP11364,Same Day,Delivered,2024-02-09
ORD12365,SHP11365,Express,Delivered,2024-01-19
ORD12366,SHP11366,Standard,Delivered,2024-12-19
ORD12367,SHP11367,Standard,Delivered,2024-09-14
ORD12368,SHP11368,Express,Delivered,2023-11-15
ORD12369,SHP11369,Standard,Cancelled,2025-03-18
ORD12370,SHP11370,Standard,Delivered,2023-09-13
ORD12371,SHP11371,Same Day,Delivered,2024-06-13
ORD12372,SHP11372,Standard,Delivered,2024-11-08
ORD12373,SHP11373,Standard,Failed,2024-07-12
ORD12374,SHP11374,Express,In Transit,2025-06-21
ORD12375,SHP11375,Same Day,Delivered,2024-09-19
ORD12376,SHP11376,Standard,Delivered,2024-12-18
ORD12377,SHP11377,Express,Delivered,2025-06-18
ORD12378,SHP11378,Express,Delivered,2023-09-16
ORD12379,SHP11379,Express,Delivered,2023-11-08
ORD12380,SHP11380,Express,Delivered,2023-05-29
ORD12381,SHP11381,Express,Delivered,2024-10-24
ORD12382,SHP11382,Express,Delivered,2024-01-27
ORD12383,SHP11383,Standard,Delivered,2025-03-28
ORD12384,SHP11384,Same Day,Delivered,2024-11-11
ORD12385,SHP11385,Same Day,Delivered,2023-06-19
ORD12386,SHP11386,Express,Delivered,2023-10-30
ORD12387,SHP11387,Express,Delivered,2023-08-25
ORD12388,SHP11388,Same Day,Failed,2025-06-25
ORD12389,SHP11389,Standard,Delivered,2023-09-29
ORD12390,SHP11390,Express,Delivered,2023-03-05
ORD12391,SHP11391,Same Day,Delivered,2023-10-29
ORD12392,SHP11392,Same Day,Delivered,2024-04-17
ORD12393,SHP11393,Express,Delivered,2023-08-29
ORD12394,SHP11394,Same Day,Delivered,2024-11-10
ORD12395,SHP11395,Standard,Delivered,2024-12-11
ORD12396,SHP11396,Same Day,Delivered,2023-08-25
ORD12397,SHP11397,Express,Delivered,2024-01-07
ORD12398,SHP11398,Express,Delivered,2024-11-26
ORD12399,SHP11399,Same Day,Cancelled,2025-04-30
ORD12400,SHP11400,Same Day,Delivered,2023-08-21
ORD12401,SHP11401,Express,Delivered,2025-05-25
ORD12402,SHP11402,Standard,Cancelled,2024-05-09
ORD12403,SHP11403,Same Day,Delivered,2024-09-15
ORD12404,SHP11404,Standard,Delivered,2024-05-21
ORD12405,SHP11405,Standard,Delivered,2025-06-14
ORD12406,SHP11406,Express,Delivered,2025-01-08
ORD12407,SHP11407,Express,Delivered,2024-08-15
ORD12408,SHP11408,Express,Delivered,2025-01-17
ORD12409,SHP11409,Standard,Delivered,2024-01-22
ORD12410,SHP11410,Express,Delivered,2024-12-01
ORD12411,SHP11411,Express,Delivered,2024-03-09
ORD12412,SHP11412,Standard,Delivered,2024-12-03
ORD12413,SHP11413,Standard,Delivered,2024-10-12
ORD12414,SHP11414,Standard,Delivered,2025-01-07
ORD12415,SHP11415,Standard,Delivered,2025-03-11
ORD12416,SHP11416,Same Day,Delivered,2024-01-03
ORD12417,SHP11417,Express,Delivered,2023-07-22
ORD12418,SHP11418,Same Day,Delivered,2025-06-04
ORD12419,SHP11419,Standard,Delivered,2023-05-28
ORD12420,SHP11420,Standard,Delivered,2025-04-21
ORD12421,SHP11421,Standard,Delivered,2024-10-02
ORD12422,SHP11422,Standard,In Transit,2024-04-04
ORD12423,SHP11423,Standard,Delivered,2023-05-19
ORD12424,SHP11424,Express,Delivered,2024-09-18
ORD12425,SHP11425,Same Day,Delivered,2023-09-22
ORD12426,SHP11426,Same Day,Delivered,2023-03-11
ORD12427,SHP11427,Express,Cancelled,2024-05-06
ORD12428,SHP11428,Express,Cancelled,2024-10-11
ORD12429,SHP11429,Express,Delivered,2023-02-15
ORD12430,SHP11430,Same Day,Delivered,2023-10-24
ORD12431,SHP11431,Same Day,In Transit,2023-01-09
ORD12432,SHP11432,Standard,In Transit,2024-12-08
ORD12433,SHP11433,Same Day,Delivered,2023-04-21
ORD12434,SHP11434,Same Day,Delivered,2023-08-10
ORD12435,SHP11435,Express,Delivered,2024-01-06
ORD12436,SHP11436,Same Day,Delivered,2024-01-09
ORD12437,SHP11437,Standard,Delivered,2024-03-16
ORD12438,SHP11438,Same Day,Cancelled,2023-01-05
ORD12439,SHP11439,Express,In Transit,2023-09-06
ORD12440,SHP11440,Express,Delivered,2025-06-25
ORD12441,SHP11441,Standard,Delivered,2023-06-18
ORD12442,SHP11442,Standard,Delivered,2023-01-28
ORD12443,SHP11443,Same Day,Delivered,2024-01-31
ORD12444,SHP11444,Standard,Delivered,2024-04-19
ORD12445,SHP11445,Standard,Delivered,2023-01-18
ORD12446,SHP11446,Express,Delivered,2025-01-02
ORD12447,SHP11447,Express,Delivered,2023-04-06
ORD12448,SHP11448,Same Day,Delivered,2024-04-29
ORD12449,SHP11449,Same Day,In Transit,2024-07-02
ORD12450,SHP11450,Same Day,Delivered,2023-07-25
ORD12451,SHP11451,Same Day,Delivered,2024-05-20
ORD12452,SHP11452,Express,Delivered,2024-02-08
ORD12453,SHP11453,Same Day,In Transit,2023-07-30
ORD12454,SHP11454,Same Day,Delivered,2024-09-12
ORD12455,SHP11455,Standard,Delivered,2023-05-30
ORD12456,SHP11456,Same Day,Delivered,2025-06-03
ORD12457,SHP11457,Standard,Delivered,2023-04-12
ORD12458,SHP11458,Express,Delivered,2025-06-04
ORD12459,SHP11459,Same Day,Delivered,2025-04-10
ORD12460,SHP11460,Standard,Delivered,2025-06-01
ORD12461,SHP11461,Same Day,In Transit,2023-09-03
ORD12462,SHP11462,Standard,Delivered,2025-02-01
ORD12463,SHP11463,Same Day,Delivered,2023-06-18
ORD12464,SHP11464,Express,Delivered,2025-06-07
ORD12465,SHP11465,Express,In Transit,2023-06-27
ORD12466,SHP11466,Standard,Delivered,2024-05-21
ORD12467,SHP11467,Standard,Delivered,2024-07-05
ORD12468,SHP11468,Express,Delivered,2023-10-16
ORD12469,SHP11469,Same Day,Delivered,2023-12-26
ORD12470,SHP11470,Standard,Delivered,2024-01-18
ORD12471,SHP11471,Express,Failed,2025-05-23
ORD12472,SHP11472,Standard,Delivered,2025-06-27
ORD12473,SHP11473,Express,Delivered,2025-06-30
ORD12474,SHP11474,Express,Delivered,2024-06-22
ORD12475,SHP11475,Standard,Delivered,2025-03-31
ORD12476,SHP11476,Standard,Cancelled,2023-06-17
ORD12477,SHP11477,Express,Delivered,2024-09-02
ORD12478,SHP11478,Same Day,Delivered,2023-11-07
ORD12479,SHP11479,Express,Delivered,2023-12-11
ORD12480,SHP11480,Same Day,Delivered,2023-02-27
ORD12481,SHP11481,Same Day,Delivered,2023-11-30
ORD12482,SHP11482,Same Day,Failed,2023-05-10
ORD12483,SHP11483,Standard,Delivered,2024-12-09
ORD12484,SHP11484,Express,Delivered,2023-09-01
ORD12485,SHP11485,Express,Delivered,2025-05-14
ORD12486,SHP11486,Same Day,Failed,2024-08-23
ORD12487,SHP11487,Same Day,Delivered,2025-05-03
ORD12488,SHP11488,Same Day,Delivered,2024-02-17
ORD12489,SHP11489,Express,Delivered,2024-05-20
ORD12490,SHP11490,Same Day,Delivered,2024-12-29
ORD12491,SHP11491,Express,In Transit,2024-09-01
ORD12492,SHP11492,Express,Delivered,2023-11-05
